ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WinnerID,LoserID,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L
60,St. Petersburg,St. Petersburg Open,10/29/2010,ATP250,Indoor,Hard,Quarterfinals,3,Kukushkin M.,Tipsarevic J.,387,702,88,46,587,1025,7,5,3,6,6,4,,,,,2,1,Completed,2.5,1.5
60,St. Petersburg,St. Petersburg Open,10/29/2010,ATP250,Indoor,Hard,Quarterfinals,3,Youzhny M.,Hanescu V.,768,290,10,52,3105,915,6,7,6,3,7,6,,,,,2,1,Completed,1.25,3.75
60,St. Petersburg,St. Petersburg Open,10/29/2010,ATP250,Indoor,Hard,Quarterfinals,3,Tursunov D.,Dolgopolov O.,717,179,264,49,173,927,6,4,6,2,,,,,,,2,0,Completed,2.2,1.61
60,St. Petersburg,St. Petersburg Open,10/30/2010,ATP250,Indoor,Hard,Semifinals,3,Kukushkin M.,Marchenko I.,387,447,88,99,587,559,6,3,6,4,,,,,,,2,0,Completed,1.44,2.62
60,St. Petersburg,St. Petersburg Open,10/30/2010,ATP250,Indoor,Hard,Semifinals,3,Youzhny M.,Tursunov D.,768,717,10,264,3105,173,7,5,4,6,7,6,,,,,2,1,Completed,1.44,2.62
60,St. Petersburg,St. Petersburg Open,10/31/2010,ATP250,Indoor,Hard,The Final,3,Kukushkin M.,Youzhny M.,387,768,88,10,587,3105,6,3,7,6,,,,,,,2,0,Completed,2.5,1.53
61,Vienna,BA-CA Tennis Trophy,10/25/2010,ATP250,Indoor,Hard,1st Round,3,Hajek J.,Riba-Madrid P.,285,591,98,82,560,630,6,0,6,2,,,,,,,2,0,Completed,1.25,3.75
61,Vienna,BA-CA Tennis Trophy,10/25/2010,ATP250,Indoor,Hard,1st Round,3,Seppi A.,Fischer M.,641,215,51,122,925,454,6,3,6,3,,,,,,,2,0,Completed,1.5,2.5
61,Vienna,BA-CA Tennis Trophy,10/25/2010,ATP250,Indoor,Hard,1st Round,3,Kohlschreiber P.,Falla A.,366,209,35,85,1215,607,6,0,6,3,,,,,,,2,0,Completed,1.3,3.4
61,Vienna,BA-CA Tennis Trophy,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Cuevas P.,De Bakker T.,138,148,70,47,735,1005,7,6,1,6,6,4,,,,,2,1,Completed,2.37,1.53
61,Vienna,BA-CA Tennis Trophy,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Berrer M.,Garcia-Lopez G.,70,231,53,29,915,1345,6,3,4,6,7,5,,,,,2,1,Completed,2.37,1.53
61,Vienna,BA-CA Tennis Trophy,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Giraldo S.,Malisse X.,247,444,69,60,738,812,6,4,1,6,6,1,,,,,2,1,Completed,2.5,1.5
61,Vienna,BA-CA Tennis Trophy,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Kubot L.,Blake J.,383,76,66,125,745,450,6,4,6,4,,,,,,,2,0,Completed,2.25,1.57
61,Vienna,BA-CA Tennis Trophy,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Zemlja G.,Ilhan M.,775,312,127,93,438,570,4,6,6,1,7,5,,,,,2,1,Completed,2.25,1.57
61,Vienna,BA-CA Tennis Trophy,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Haider-Maurer A.,Muster T.,284,506,157,974,339,7,6,2,7,6,,,,,,,2,0,Completed,1.2,4.33
61,Vienna,BA-CA Tennis Trophy,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Chela J.I.,Martin A.,118,453,41,188,1090,277,6,3,6,3,,,,,,,2,0,Completed,1.28,3.5
61,Vienna,BA-CA Tennis Trophy,10/26/2010,ATP250,Indoor,Hard,1st Round,3,Kamke T.,Bachinger M.,337,36,72,252,695,191,6,4,6,4,,,,,,,2,0,Completed,1.83,1.83
61,Vienna,BA-CA Tennis Trophy,10/27/2010,ATP250,Indoor,Hard,1st Round,3,Phau B.,Mayer F.,556,460,89,40,582,1128,6,2,6,4,,,,,,,2,0,Completed,3.75,1.25
61,Vienna,BA-CA Tennis Trophy,10/27/2010,ATP250,Indoor,Hard,2nd Round,3,Melzer J.,Kubot L.,472,383,12,66,2650,745,7,6,7,6,,,,,,,2,0,Completed,1.12,5.5
61,Vienna,BA-CA Tennis Trophy,10/27/2010,ATP250,Indoor,Hard,2nd Round,3,Cilic M.,Hajek J.,124,285,14,98,2330,560,7,6,6,2,,,,,,,2,0,Completed,1.1,6.5
61,Vienna,BA-CA Tennis Trophy,10/27/2010,ATP250,Indoor,Hard,2nd Round,3,Kohlschreiber P.,Kamke T.,366,337,35,72,1215,695,6,4,3,6,6,1,,,,,2,1,Completed,1.25,3.75
61,Vienna,BA-CA Tennis Trophy,10/28/2010,ATP250,Indoor,Hard,2nd Round,3,Berrer M.,Cuevas P.,70,138,53,70,915,735,5,7,6,3,6,3,,,,,2,1,Completed,1.66,2.1
61,Vienna,BA-CA Tennis Trophy,10/28/2010,ATP250,Indoor,Hard,2nd Round,3,Chela J.I.,Zemlja G.,118,775,41,127,1090,438,2,6,7,6,6,3,,,,,2,1,Completed,1.4,2.75
61,Vienna,BA-CA Tennis Trophy,10/28/2010,ATP250,Indoor,Hard,2nd Round,3,Almagro N.,Giraldo S.,10,247,16,69,2175,738,7,6,6,7,6,3,,,,,2,1,Completed,1.44,2.62
61,Vienna,BA-CA Tennis Trophy,10/28/2010,ATP250,Indoor,Hard,2nd Round,3,Haider-Maurer A.,Seppi A.,284,641,157,51,339,925,6,3,6,7,7,6,,,,,2,1,Completed,3.5,1.28
61,Vienna,BA-CA Tennis Trophy,10/28/2010,ATP250,Indoor,Hard,2nd Round,3,Baghdatis M.,Phau B.,37,556,20,89,1830,582,7,5,6,2,,,,,,,2,0,Completed,1.3,3.4
61,Vienna,BA-CA Tennis Trophy,10/29/2010,ATP250,Indoor,Hard,Quarterfinals,3,Almagro N.,Chela J.I.,10,118,16,41,2175,1090,7,5,3,6,6,3,,,,,2,1,Completed,1.5,2.5
61,Vienna,BA-CA Tennis Trophy,10/29/2010,ATP250,Indoor,Hard,Quarterfinals,3,Haider-Maurer A.,Cilic M.,284,124,157,14,339,2330,7,6,6,4,,,,,,,2,0,Completed,5.5,1.12
61,Vienna,BA-CA Tennis Trophy,10/29/2010,ATP250,Indoor,Hard,Quarterfinals,3,Melzer J.,Kohlschreiber P.,472,366,12,35,2650,1215,,,,,,,,,,,,,Walkover,1.61,2.2
61,Vienna,BA-CA Tennis Trophy,10/29/2010,ATP250,Indoor,Hard,Quarterfinals,3,Berrer M.,Baghdatis M.,70,37,53,20,915,1830,5,7,6,1,6,4,,,,,2,1,Completed,3,1.36
61,Vienna,BA-CA Tennis Trophy,10/30/2010,ATP250,Indoor,Hard,Semifinals,3,Melzer J.,Almagro N.,472,10,12,16,2650,2175,6,4,6,4,,,,,,,2,0,Completed,1.44,2.62
61,Vienna,BA-CA Tennis Trophy,10/30/2010,ATP250,Indoor,Hard,Semifinals,3,Haider-Maurer A.,Berrer M.,284,70,157,53,339,915,7,6,6,7,6,3,,,,,2,1,Completed,2.75,1.4
61,Vienna,BA-CA Tennis Trophy,10/31/2010,ATP250,Indoor,Hard,The Final,3,Melzer J.,Haider-Maurer A.,472,284,12,157,2650,339,6,7,7,6,6,4,,,,,2,0,Completed,1.22,4.33
62,Basel,Swiss Indoors,11/1/2010,ATP500,Indoor,Hard,1st Round,3,Haase R.,Bohli S.,283,82,66,122,743,460,6,4,6,3,,,,,,,2,0,Completed,1.5,2.5
62,Basel,Swiss Indoors,11/1/2010,ATP500,Indoor,Hard,1st Round,3,Federer R.,Dolgopolov O.,211,179,2,48,7495,940,6,4,5,2,,,,,,,1,0,Retired,1.04,10
62,Basel,Swiss Indoors,11/1/2010,ATP500,Indoor,Hard,1st Round,3,Isner J.,Llodra M.,316,426,19,35,1885,1215,4,6,7,5,6,3,,,,,2,1,Completed,1.44,2.62
62,Basel,Swiss Indoors,11/2/2010,ATP500,Indoor,Hard,1st Round,3,Tipsarevic J.,Istomin D.,702,317,46,43,980,1041,6,2,6,4,,,,,,,2,0,Completed,1.44,2.62
62,Basel,Swiss Indoors,11/2/2010,ATP500,Indoor,Hard,1st Round,3,Giraldo S.,Beck K.,247,56,68,104,738,541,6,2,6,1,,,,,,,2,0,Completed,1.38,2.87
62,Basel,Swiss Indoors,11/2/2010,ATP500,Indoor,Hard,1st Round,3,Troicki V.,Berrer M.,710,70,32,47,1225,960,6,3,6,0,,,,,,,2,0,Completed,1.5,2.5
62,Basel,Swiss Indoors,11/2/2010,ATP500,Indoor,Hard,1st Round,3,Gasquet R.,Lu Y.H.,234,435,27,33,1385,1221,6,3,6,1,,,,,,,2,0,Completed,1.3,3.4
62,Basel,Swiss Indoors,11/2/2010,ATP500,Indoor,Hard,1st Round,3,Djokovic N.,Gulbis E.,176,279,3,26,7145,1415,6,4,6,2,,,,,,,2,0,Completed,1.11,6
62,Basel,Swiss Indoors,11/2/2010,ATP500,Indoor,Hard,1st Round,3,Golubev A.,Malisse X.,254,444,36,61,1200,812,7,5,6,2,,,,,,,2,0,Completed,1.72,2
62,Basel,Swiss Indoors,11/2/2010,ATP500,Indoor,Hard,1st Round,3,Cilic M.,Chiudinelli M.,124,119,15,76,2330,645,6,3,6,3,,,,,,,2,0,Completed,1.36,3
62,Basel,Swiss Indoors,11/2/2010,ATP500,Indoor,Hard,1st Round,3,Nalbandian D.,Hajek J.,510,285,29,94,1345,560,6,3,6,4,,,,,,,2,0,Completed,1.08,7
62,Basel,Swiss Indoors,11/3/2010,ATP500,Indoor,Hard,1st Round,3,Nieminen J.,Brands D.,520,91,41,74,1070,654,6,3,6,2,,,,,,,2,0,Completed,1.22,4
62,Basel,Swiss Indoors,11/3/2010,ATP500,Indoor,Hard,1st Round,3,Stepanek R.,De Bakker T.,684,148,38,45,1155,985,6,3,7,6,,,,,,,2,0,Completed,1.72,2
62,Basel,Swiss Indoors,11/3/2010,ATP500,Indoor,Hard,1st Round,3,Mathieu P.H.,Mayer F.,458,460,108,39,520,1128,6,3,6,3,,,,,,,2,0,Completed,2.5,1.5
62,Basel,Swiss Indoors,11/3/2010,ATP500,Indoor,Hard,1st Round,3,Roddick A.,Querrey S.,599,572,9,22,3260,1590,7,5,7,6,,,,,,,2,0,Completed,1.53,2.37
62,Basel,Swiss Indoors,11/3/2010,ATP500,Indoor,Hard,1st Round,3,Kamke T.,Berdych T.,337,68,72,6,707,3715,6,4,6,1,,,,,,,2,0,Completed,3.75,1.25
62,Basel,Swiss Indoors,11/3/2010,ATP500,Indoor,Hard,2nd Round,3,Haase R.,Isner J.,283,316,66,19,743,1885,6,2,6,7,7,5,,,,,2,1,Completed,2.5,1.5
62,Basel,Swiss Indoors,11/3/2010,ATP500,Indoor,Hard,2nd Round,3,Federer R.,Tipsarevic J.,211,702,2,46,7495,980,6,3,6,4,,,,,,,2,0,Completed,1.06,8
62,Basel,Swiss Indoors,11/4/2010,ATP500,Indoor,Hard,2nd Round,3,Nalbandian D.,Cilic M.,510,124,29,15,1345,2330,4,6,6,4,6,4,,,,,2,1,Completed,1.33,3.25
62,Basel,Swiss Indoors,11/4/2010,ATP500,Indoor,Hard,2nd Round,3,Stepanek R.,Giraldo S.,684,247,38,68,1155,738,3,6,6,2,6,0,,,,,2,1,Completed,1.44,2.62
62,Basel,Swiss Indoors,11/4/2010,ATP500,Indoor,Hard,2nd Round,3,Gasquet R.,Kamke T.,234,337,27,72,1385,707,6,4,7,5,,,,,,,2,0,Completed,1.28,3.5
62,Basel,Swiss Indoors,11/4/2010,ATP500,Indoor,Hard,2nd Round,3,Troicki V.,Mathieu P.H.,710,458,32,108,1225,520,,,,,,,,,,,,,Walkover,1.38,2.87
62,Basel,Swiss Indoors,11/4/2010,ATP500,Indoor,Hard,2nd Round,3,Roddick A.,Golubev A.,599,254,9,36,3260,1200,6,3,6,4,,,,,,,2,0,Completed,1.28,3.5
62,Basel,Swiss Indoors,11/4/2010,ATP500,Indoor,Hard,2nd Round,3,Djokovic N.,Nieminen J.,176,520,3,41,7145,1070,6,4,7,6,,,,,,,2,0,Completed,1.16,4.5
62,Basel,Swiss Indoors,11/5/2010,ATP500,Indoor,Hard,Quarterfinals,3,Troicki V.,Gasquet R.,710,234,32,27,1225,1385,6,4,6,2,,,,,,,2,0,Completed,1.72,2
62,Basel,Swiss Indoors,11/5/2010,ATP500,Indoor,Hard,Quarterfinals,3,Djokovic N.,Haase R.,176,283,3,66,7145,743,6,2,6,3,,,,,,,2,0,Completed,1.07,7.5
62,Basel,Swiss Indoors,11/5/2010,ATP500,Indoor,Hard,Quarterfinals,3,Roddick A.,Nalbandian D.,599,510,9,29,3260,1345,6,4,6,4,,,,,,,2,0,Completed,1.83,1.83
62,Basel,Swiss Indoors,11/5/2010,ATP500,Indoor,Hard,Quarterfinals,3,Federer R.,Stepanek R.,211,684,2,38,7495,1155,6,3,6,2,,,,,,,2,0,Completed,1.04,10
62,Basel,Swiss Indoors,11/6/2010,ATP500,Indoor,Hard,Semifinals,3,Djokovic N.,Troicki V.,176,710,3,32,7145,1225,7,6,6,4,,,,,,,2,0,Completed,1.2,4.33
62,Basel,Swiss Indoors,11/6/2010,ATP500,Indoor,Hard,Semifinals,3,Federer R.,Roddick A.,211,599,2,9,7495,3260,6,2,6,4,,,,,,,2,0,Completed,1.16,4.5
62,Basel,Swiss Indoors,11/7/2010,ATP500,Indoor,Hard,The Final,3,Federer R.,Djokovic N.,211,176,2,3,7495,7145,6,4,3,6,6,1,,,,,2,1,Completed,1.44,2.75
63,Valencia,Valencia Open 500,10/31/2010,ATP500,Indoor,Hard,1st Round,3,Monaco J.,Bautista Agut R.,489,54,25,160,1435,334,6,0,7,6,,,,,,,2,0,Completed,1.22,4
63,Valencia,Valencia Open 500,11/1/2010,ATP500,Indoor,Hard,1st Round,3,Wawrinka S.,Seppi A.,752,641,21,50,1720,925,7,6,7,5,,,,,,,2,0,Completed,1.14,5
63,Valencia,Valencia Open 500,11/1/2010,ATP500,Indoor,Hard,1st Round,3,Verdasco F.,Russell M.,738,611,7,85,3330,596,6,4,6,1,,,,,,,2,0,Completed,1.14,5
63,Valencia,Valencia Open 500,11/1/2010,ATP500,Indoor,Hard,1st Round,3,Simon G.,Stakhovsky S.,657,680,52,53,915,914,6,3,6,3,,,,,,,2,0,Completed,1.28,3.5
63,Valencia,Valencia Open 500,11/1/2010,ATP500,Indoor,Hard,1st Round,3,Gabashvili T.,Clement A.,223,128,99,73,553,697,6,4,6,2,,,,,,,2,0,Completed,2.25,1.57
63,Valencia,Valencia Open 500,11/2/2010,ATP500,Indoor,Hard,1st Round,3,Gimeno-Traver D.,Almagro N.,245,10,59,16,819,2195,6,4,3,6,6,3,,,,,2,1,Completed,3.4,1.3
63,Valencia,Valencia Open 500,11/2/2010,ATP500,Indoor,Hard,1st Round,3,Chela J.I.,Kohlschreiber P.,118,366,40,34,1115,1215,6,2,3,6,6,2,,,,,2,1,Completed,2.62,1.44
63,Valencia,Valencia Open 500,11/2/2010,ATP500,Indoor,Hard,1st Round,3,Starace P.,Hanescu V.,681,290,55,51,905,915,4,6,6,4,6,2,,,,,2,1,Completed,3.4,1.3
63,Valencia,Valencia Open 500,11/2/2010,ATP500,Indoor,Hard,1st Round,3,Murray A.,Lopez F.,505,430,4,31,6125,1335,6,3,7,6,,,,,,,2,0,Completed,1.1,6.5
63,Valencia,Valencia Open 500,11/2/2010,ATP500,Indoor,Hard,1st Round,3,Ferrer D.,Garcia-Lopez G.,212,231,8,30,3325,1345,6,7,6,3,6,3,,,,,2,1,Completed,1.28,3.5
63,Valencia,Valencia Open 500,11/2/2010,ATP500,Indoor,Hard,1st Round,3,Andujar P.,Tursunov D.,23,717,75,193,653,263,6,4,3,6,1,1,,,,,1,1,Retired,4.33,1.2
63,Valencia,Valencia Open 500,11/2/2010,ATP500,Indoor,Hard,1st Round,3,Soderling R.,Montanes A.,670,491,5,23,4780,1530,6,1,6,4,,,,,,,2,0,Completed,1.2,4.33
63,Valencia,Valencia Open 500,11/2/2010,ATP500,Indoor,Hard,1st Round,3,Davydenko N.,Marti J.,146,451,11,346,2955,121,6,2,6,2,,,,,,,2,0,Completed,1.03,11
63,Valencia,Valencia Open 500,11/3/2010,ATP500,Indoor,Hard,1st Round,3,Monfils G.,Schwank E.,490,637,14,64,2485,778,6,3,6,3,,,,,,,2,0,Completed,1.08,7
63,Valencia,Valencia Open 500,11/3/2010,ATP500,Indoor,Hard,1st Round,3,Cuevas P.,Ramos-Vinolas A.,138,581,69,128,735,450,6,3,6,4,,,,,,,2,0,Completed,,
63,Valencia,Valencia Open 500,11/3/2010,ATP500,Indoor,Hard,1st Round,3,Granollers M.,Paire B.,267,544,67,155,741,353,6,2,6,4,,,,,,,2,0,Completed,1.53,2.37
63,Valencia,Valencia Open 500,11/3/2010,ATP500,Indoor,Hard,2nd Round,3,Monaco J.,Murray A.,489,505,25,4,1435,6125,6,2,3,6,6,2,,,,,2,1,Completed,7,1.08
63,Valencia,Valencia Open 500,11/3/2010,ATP500,Indoor,Hard,2nd Round,3,Simon G.,Verdasco F.,657,738,52,7,915,3330,6,1,6,3,,,,,,,2,0,Completed,1.8,1.9
63,Valencia,Valencia Open 500,11/4/2010,ATP500,Indoor,Hard,2nd Round,3,Davydenko N.,Chela J.I.,146,118,11,40,2955,1115,7,6,6,2,,,,,,,2,0,Completed,1.61,2.2
63,Valencia,Valencia Open 500,11/4/2010,ATP500,Indoor,Hard,2nd Round,3,Soderling R.,Gimeno-Traver D.,670,245,5,59,4780,819,6,2,6,3,,,,,,,2,0,Completed,1.12,5.5
63,Valencia,Valencia Open 500,11/4/2010,ATP500,Indoor,Hard,2nd Round,3,Starace P.,Cuevas P.,681,138,55,69,905,735,7,6,2,6,6,2,,,,,2,1,Completed,2.75,1.4
63,Valencia,Valencia Open 500,11/4/2010,ATP500,Indoor,Hard,2nd Round,3,Ferrer D.,Gabashvili T.,212,223,8,99,3325,553,6,4,6,1,,,,,,,2,0,Completed,1.08,7
63,Valencia,Valencia Open 500,11/4/2010,ATP500,Indoor,Hard,2nd Round,3,Granollers M.,Andujar P.,267,23,67,75,741,653,6,2,6,2,,,,,,,2,0,Completed,1.4,2.75
63,Valencia,Valencia Open 500,11/4/2010,ATP500,Indoor,Hard,2nd Round,3,Monfils G.,Wawrinka S.,490,752,14,21,2485,1720,6,2,6,4,,,,,,,2,0,Completed,1.83,1.83
63,Valencia,Valencia Open 500,11/5/2010,ATP500,Indoor,Hard,Quarterfinals,3,Granollers M.,Monaco J.,267,489,67,25,741,1435,1,6,6,3,6,4,,,,,2,1,Completed,3.5,1.28
63,Valencia,Valencia Open 500,11/5/2010,ATP500,Indoor,Hard,Quarterfinals,3,Simon G.,Davydenko N.,657,146,52,11,915,2955,6,4,6,7,6,3,,,,,2,1,Completed,1.57,2.25
63,Valencia,Valencia Open 500,11/5/2010,ATP500,Indoor,Hard,Quarterfinals,3,Soderling R.,Monfils G.,670,490,5,14,4780,2485,6,3,6,2,,,,,,,2,0,Completed,1.57,2.25
63,Valencia,Valencia Open 500,11/5/2010,ATP500,Indoor,Hard,Quarterfinals,3,Ferrer D.,Starace P.,212,681,8,55,3325,905,7,5,6,4,,,,,,,2,0,Completed,1.07,7.5
63,Valencia,Valencia Open 500,11/6/2010,ATP500,Indoor,Hard,Semifinals,3,Ferrer D.,Soderling R.,212,670,8,5,3325,4780,6,3,3,6,6,3,,,,,2,1,Completed,2.5,1.5
63,Valencia,Valencia Open 500,11/6/2010,ATP500,Indoor,Hard,Semifinals,3,Granollers M.,Simon G.,267,657,67,52,741,915,6,4,6,4,,,,,,,2,0,Completed,4.33,1.2
63,Valencia,Valencia Open 500,11/7/2010,ATP500,Indoor,Hard,The Final,3,Ferrer D.,Granollers M.,212,267,8,67,3325,741,7,5,6,3,,,,,,,2,0,Completed,1.14,5.5
64,Paris,BNP Paribas Masters,11/9/2010,Masters 1000,Indoor,Hard,1st Round,3,Monaco J.,Querrey S.,489,572,24,20,1480,1850,7,6,6,2,,,,,,,2,0,Completed,2.37,1.53
64,Paris,BNP Paribas Masters,11/9/2010,Masters 1000,Indoor,Hard,1st Round,3,Nalbandian D.,Granollers M.,510,267,25,45,1435,1031,6,3,6,1,,,,,,,2,0,Completed,1.16,4.5
64,Paris,BNP Paribas Masters,11/9/2010,Masters 1000,Indoor,Hard,1st Round,3,Stakhovsky S.,Marchenko I.,680,447,55,96,914,569,6,2,6,2,,,,,,,2,0,Completed,1.9,1.8
64,Paris,BNP Paribas Masters,11/9/2010,Masters 1000,Indoor,Hard,1st Round,3,Bellucci T.,Kohlschreiber P.,62,366,30,33,1355,1215,7,6,5,7,6,3,,,,,2,1,Completed,2.5,1.5
64,Paris,BNP Paribas Masters,11/9/2010,Masters 1000,Indoor,Hard,1st Round,3,Simon G.,Golubev A.,657,254,43,36,1050,1145,3,6,6,4,6,3,,,,,2,1,Completed,1.36,3
64,Paris,BNP Paribas Masters,11/8/2010,Masters 1000,Indoor,Hard,1st Round,3,Nieminen J.,Malisse X.,520,444,39,63,1090,812,6,4,6,3,,,,,,,2,0,Completed,1.28,3.5
64,Paris,BNP Paribas Masters,11/8/2010,Masters 1000,Indoor,Hard,1st Round,3,Becker B.,Istomin D.,57,317,59,44,852,1041,6,4,6,4,,,,,,,2,0,Completed,2.1,1.66
64,Paris,BNP Paribas Masters,11/8/2010,Masters 1000,Indoor,Hard,1st Round,3,Clement A.,Lopez F.,128,430,72,31,697,1300,6,7,7,6,6,3,,,,,2,1,Completed,1.9,1.8
64,Paris,BNP Paribas Masters,11/8/2010,Masters 1000,Indoor,Hard,1st Round,3,Fognini F.,Berrer M.,218,70,65,50,801,960,7,5,3,6,6,4,,,,,2,1,Completed,2.5,1.5
64,Paris,BNP Paribas Masters,11/8/2010,Masters 1000,Indoor,Hard,1st Round,3,Stepanek R.,Russell M.,684,611,41,84,1065,601,6,2,6,0,,,,,,,2,0,Completed,1.28,3.5
64,Paris,BNP Paribas Masters,11/8/2010,Masters 1000,Indoor,Hard,1st Round,3,Llodra M.,Starace P.,426,681,34,49,1215,975,6,4,6,1,,,,,,,2,0,Completed,1.28,3.5
64,Paris,BNP Paribas Masters,11/8/2010,Masters 1000,Indoor,Hard,1st Round,3,Giraldo S.,De Bakker T.,247,148,66,47,763,985,6,7,6,4,7,5,,,,,2,1,Completed,2.1,1.66
64,Paris,BNP Paribas Masters,11/8/2010,Masters 1000,Indoor,Hard,1st Round,3,Gasquet R.,Mahut N.,234,442,28,135,1385,424,7,5,4,6,7,6,,,,,2,1,Completed,1.22,4
64,Paris,BNP Paribas Masters,11/8/2010,Masters 1000,Indoor,Hard,1st Round,3,Wawrinka S.,Ouanna J.,752,542,22,173,1675,305,6,3,7,5,,,,,,,2,0,Completed,1.16,4.5
64,Paris,BNP Paribas Masters,11/7/2010,Masters 1000,Indoor,Hard,1st Round,3,Serra F.,Montanes A.,644,491,73,23,686,1530,4,6,6,1,7,6,,,,,2,1,Completed,2,1.72
64,Paris,BNP Paribas Masters,11/7/2010,Masters 1000,Indoor,Hard,1st Round,3,Gulbis E.,Chela J.I.,279,118,26,40,1415,1080,7,5,2,2,,,,,,,1,0,Retired,1.53,2.37
64,Paris,BNP Paribas Masters,11/9/2010,Masters 1000,Indoor,Hard,2nd Round,3,Gulbis E.,Youzhny M.,279,768,26,10,1415,2955,6,4,3,0,,,,,,,1,0,Retired,2.37,1.53
64,Paris,BNP Paribas Masters,11/9/2010,Masters 1000,Indoor,Hard,2nd Round,3,Verdasco F.,Clement A.,738,128,9,72,3240,697,3,6,6,3,6,0,,,,,2,1,Completed,1.4,2.75
64,Paris,BNP Paribas Masters,11/9/2010,Masters 1000,Indoor,Hard,2nd Round,3,Stepanek R.,Almagro N.,684,10,41,16,1065,2195,7,6,6,4,,,,,,,2,0,Completed,1.44,2.62
64,Paris,BNP Paribas Masters,11/9/2010,Masters 1000,Indoor,Hard,2nd Round,3,Monfils G.,Becker B.,490,57,14,59,2485,852,7,6,6,4,,,,,,,2,0,Completed,1.12,5.5
64,Paris,BNP Paribas Masters,11/9/2010,Masters 1000,Indoor,Hard,2nd Round,3,Berdych T.,Serra F.,68,644,6,73,3710,686,6,3,6,1,,,,,,,2,0,Completed,1.36,3
64,Paris,BNP Paribas Masters,11/10/2010,Masters 1000,Indoor,Hard,2nd Round,3,Roddick A.,Nieminen J.,599,520,8,39,3485,1090,6,1,6,4,,,,,,,2,0,Completed,1.3,3.4
64,Paris,BNP Paribas Masters,11/10/2010,Masters 1000,Indoor,Hard,2nd Round,3,Cilic M.,Stakhovsky S.,124,680,15,55,2390,914,6,4,4,6,6,3,,,,,2,1,Completed,1.53,2.37
64,Paris,BNP Paribas Masters,11/10/2010,Masters 1000,Indoor,Hard,2nd Round,3,Djokovic N.,Monaco J.,176,489,3,24,6945,1480,6,4,6,3,,,,,,,2,0,Completed,1.12,5.5
64,Paris,BNP Paribas Masters,11/10/2010,Masters 1000,Indoor,Hard,2nd Round,3,Wawrinka S.,Ljubicic I.,752,425,22,17,1675,2000,6,4,6,4,,,,,,,2,0,Completed,1.66,2.1
64,Paris,BNP Paribas Masters,11/10/2010,Masters 1000,Indoor,Hard,2nd Round,3,Murray A.,Nalbandian D.,505,510,4,25,5670,1435,2,6,6,4,6,3,,,,,2,1,Completed,1.4,2.75
64,Paris,BNP Paribas Masters,11/10/2010,Masters 1000,Indoor,Hard,2nd Round,3,Melzer J.,Giraldo S.,472,247,12,66,2650,763,6,3,7,6,,,,,,,2,0,Completed,1.25,3.75
64,Paris,BNP Paribas Masters,11/10/2010,Masters 1000,Indoor,Hard,2nd Round,3,Llodra M.,Isner J.,426,316,34,19,1215,1885,6,3,6,4,,,,,,,2,0,Completed,1.66,2.1
64,Paris,BNP Paribas Masters,11/10/2010,Masters 1000,Indoor,Hard,2nd Round,3,Davydenko N.,Bellucci T.,146,62,11,30,2865,1355,6,3,6,0,,,,,,,2,0,Completed,1.38,2.87
64,Paris,BNP Paribas Masters,11/10/2010,Masters 1000,Indoor,Hard,2nd Round,3,Ferrer D.,Fognini F.,212,218,7,65,3645,801,3,6,6,4,7,6,,,,,2,1,Completed,1.07,7.5
64,Paris,BNP Paribas Masters,11/10/2010,Masters 1000,Indoor,Hard,2nd Round,3,Federer R.,Gasquet R.,211,234,2,28,7695,1385,6,4,6,4,,,,,,,2,0,Completed,1.08,7
64,Paris,BNP Paribas Masters,11/10/2010,Masters 1000,Indoor,Hard,2nd Round,3,Soderling R.,Simon G.,670,657,5,43,4960,1050,6,4,6,0,,,,,,,2,0,Completed,1.33,3.25
64,Paris,BNP Paribas Masters,11/11/2010,Masters 1000,Indoor,Hard,3rd Round,3,Roddick A.,Gulbis E.,599,279,8,26,3485,1415,6,3,7,6,,,,,,,2,0,Completed,1.16,4.5
64,Paris,BNP Paribas Masters,11/11/2010,Masters 1000,Indoor,Hard,3rd Round,3,Monfils G.,Verdasco F.,490,738,14,9,2485,3240,6,7,7,6,7,5,,,,,2,1,Completed,1.36,3
64,Paris,BNP Paribas Masters,11/11/2010,Masters 1000,Indoor,Hard,3rd Round,3,Melzer J.,Ferrer D.,472,212,12,7,2650,3645,7,6,2,6,6,3,,,,,2,1,Completed,2.1,1.66
64,Paris,BNP Paribas Masters,11/11/2010,Masters 1000,Indoor,Hard,3rd Round,3,Llodra M.,Djokovic N.,426,176,34,3,1215,6945,7,6,6,2,,,,,,,2,0,Completed,5,1.14
