,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WinnerID,LoserID,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,full_date
25775,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Brooksby J.,Berdych T.,94,68,394.0,98.0,88.0,540.0,6.0,1.0,2.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,3.75,1.28,2019-08-26
25776,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Basilashvili N.,Fucsovics M.,52,222,18.0,64.0,1985.0,885.0,3.0,6.0,6.0,4.0,6.0,2.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.66,2.2,2019-08-26
25777,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Nishikori K.,Trungelliti M.,524,712,7.0,205.0,4005.0,237.0,6.0,1.0,4.0,1.0,,,,,,,1.0,0.0,Retired,1.07,9.0,2019-08-26
25778,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,De Minaur A.,Herbert P.H..,152,297,38.0,48.0,1270.0,1038.0,6.0,4.0,6.0,2.0,6.0,7.0,7.0,5.0,,,3.0,1.0,Completed,1.28,3.75,2019-08-26
25779,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Evans D.,Mannarino A.,206,445,58.0,57.0,955.0,961.0,6.0,4.0,6.0,3.0,2.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.8,2.0,2019-08-26
25780,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Gunneswaran P.,466,280,5.0,88.0,4125.0,610.0,6.0,4.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.02,19.0,2019-08-26
25781,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Opelka R.,Fognini F.,537,218,42.0,11.0,1076.0,2510.0,6.0,3.0,6.0,4.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.72,2.1,2019-08-26
25782,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Dellien H.,Kwon S.W.,165,396,84.0,90.0,618.0,599.0,6.0,3.0,6.0,4.0,2.0,6.0,2.0,3.0,,,2.0,1.0,Retired,9.0,1.07,2019-08-26
25783,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Lorenzi P.,Svajda Z.,434,689,135.0,1415.0,396.0,3.0,3.0,6.0,6.0,7.0,6.0,4.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,1.06,10.0,2019-08-26
25784,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Carballes Baena R.,176,106,1.0,76.0,11685.0,787.0,6.0,4.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.005,34.0,2019-08-26
25785,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Kecmanovic M.,Djere L.,342,174,50.0,39.0,1026.0,1245.0,6.0,2.0,6.0,1.0,7.0,5.0,,,,,3.0,0.0,Completed,1.2,4.5,2019-08-26
25786,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,Seppi A.,173,641,78.0,77.0,722.0,735.0,6.0,1.0,6.0,7.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,1.33,3.4,2019-08-26
25787,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Londero J.I.,Querrey S.,429,572,56.0,46.0,970.0,1055.0,3.0,6.0,6.0,1.0,7.0,6.0,7.0,5.0,,,3.0,1.0,Completed,3.4,1.33,2019-08-26
25788,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,Moutet C.,250,499,15.0,82.0,2055.0,650.0,6.0,3.0,3.0,6.0,6.0,4.0,6.0,0.0,,,3.0,1.0,Completed,1.08,8.0,2019-08-26
25789,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Barrere G.,Norrie C.,48,526,109.0,62.0,496.0,915.0,7.0,6.0,6.0,4.0,4.0,6.0,6.0,7.0,7.0,6.0,3.0,2.0,Completed,3.5,1.3,2019-08-26
25790,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Koepfer D.,Munar J.,365,503,118.0,97.0,474.0,550.0,6.0,4.0,7.0,6.0,5.0,7.0,7.0,5.0,,,3.0,1.0,Completed,1.44,2.75,2019-08-26
25791,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Pouille L.,Kohlschreiber P.,565,366,27.0,71.0,1475.0,831.0,6.0,3.0,4.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.44,2.75,2019-08-26
25792,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Dzumhur D.,Benchetrit E.,190,65,99.0,227.0,535.0,202.0,4.0,6.0,6.0,2.0,6.0,3.0,6.0,0.0,,,3.0,1.0,Completed,1.4,3.0,2019-08-26
25793,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Coric B.,Donskoy E.,133,184,12.0,122.0,2160.0,443.0,7.0,6.0,6.0,3.0,6.0,0.0,,,,,3.0,0.0,Completed,1.22,4.33,2019-08-26
25794,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Hurkacz H.,117,309,74.0,35.0,815.0,1308.0,3.0,6.0,6.0,3.0,6.0,7.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,3.4,1.33,2019-08-26
25795,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Cuevas P.,Sock J.,138,669,53.0,178.0,1013.0,280.0,6.0,4.0,7.0,5.0,7.0,6.0,,,,,3.0,0.0,Completed,1.66,2.2,2019-08-26
25796,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Carreno Busta P.,Pella G.,107,553,69.0,20.0,852.0,1735.0,6.0,3.0,4.0,6.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.9,1.9,2019-08-26
25797,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Fritz T.,430,221,61.0,28.0,923.0,1465.0,3.0,6.0,6.0,4.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,3.75,1.28,2019-08-26
25798,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Nishioka Y.,Giron M.,525,248,59.0,151.0,946.0,361.0,3.0,6.0,6.0,4.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.3,3.5,2019-08-26
25799,52,New York,US Open,8/26/2019,Grand Slam,Outdoor,Hard,1st Round,5,Majchrzak K.,Jarry N.,443,322,94.0,73.0,557.0,820.0,6.0,7.0,7.0,6.0,7.0,6.0,1.0,6.0,6.0,4.0,3.0,2.0,Completed,2.1,1.72,2019-08-26
25800,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Sinner J.,752,660,24.0,137.0,1535.0,395.0,6.0,3.0,7.0,6.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.16,5.0,2019-08-27
25801,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Berankis R.,Vesely J.,67,739,68.0,140.0,857.0,385.0,4.0,6.0,7.0,6.0,3.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,1.61,2.3,2019-08-27
25802,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Nagal S.,211,509,3.0,190.0,6950.0,264.0,4.0,6.0,6.0,1.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.005,29.0,2019-08-27
25803,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Popyrin A.,Delbonis F.,562,161,105.0,67.0,521.0,869.0,6.0,1.0,7.0,5.0,7.0,6.0,,,,,3.0,0.0,Completed,1.61,2.3,2019-08-27
25804,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Berrettini M.,Gasquet R.,71,234,25.0,36.0,1535.0,1280.0,6.0,4.0,6.0,3.0,2.0,6.0,6.0,2.0,,,3.0,1.0,Completed,2.2,1.66,2019-08-27
25805,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Fratangelo B.,657,220,40.0,117.0,1240.0,474.0,5.0,7.0,7.0,5.0,7.0,5.0,7.0,5.0,,,3.0,1.0,Completed,1.44,2.75,2019-08-27
25806,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Kukushkin M.,Bautista Agut R.,387,54,47.0,10.0,1041.0,2575.0,3.0,6.0,6.0,1.0,6.0,4.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,8.0,1.08,2019-08-27
25807,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,Granollers M.,673,267,49.0,91.0,1029.0,576.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.53,2.5,2019-08-27
25808,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,Tsitsipas S.,609,715,43.0,8.0,1066.0,3455.0,6.0,4.0,6.0,7.0,7.0,6.0,7.0,5.0,,,3.0,1.0,Completed,2.5,1.53,2019-08-27
25809,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Bublik A.,Giraldo S.,99,247,75.0,232.0,808.0,200.0,2.0,6.0,6.0,0.0,7.0,5.0,3.0,6.0,6.0,4.0,3.0,2.0,Completed,1.61,2.3,2019-08-27
25810,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Klizan M.,124,361,23.0,83.0,1590.0,619.0,6.0,3.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.14,5.5,2019-08-27
25811,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Kamke T.,738,337,34.0,231.0,1310.0,201.0,6.0,3.0,3.0,6.0,6.0,1.0,6.0,2.0,,,3.0,1.0,Completed,1.28,3.75,2019-08-27
25812,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,Sousa J.,700,675,55.0,44.0,976.0,1061.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.8,2.0,2019-08-27
25813,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Andujar P.,Edmund K.,23,192,70.0,31.0,850.0,1325.0,3.0,6.0,7.0,6.0,7.0,5.0,5.0,7.0,6.0,2.0,3.0,2.0,Completed,4.5,1.2,2019-08-27
25814,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Garcia-Lopez G.,316,231,14.0,165.0,2075.0,326.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.2,4.5,2019-08-27
25815,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Albot R.,781,7,6.0,41.0,4005.0,1137.0,6.0,1.0,6.0,3.0,3.0,6.0,4.0,6.0,6.0,2.0,3.0,2.0,Completed,1.44,2.75,2019-08-27
25816,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Stebe C.M.,Krajinovic F.,683,377,256.0,52.0,172.0,1018.0,6.0,3.0,4.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,5.0,1.16,2019-08-27
25817,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Struff J.L.,Ruud C.,686,612,37.0,54.0,1280.0,980.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.36,3.2,2019-08-27
25818,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Sandgren T.,Tsonga J.W.,625,716,72.0,65.0,826.0,885.0,1.0,6.0,6.0,7.0,6.0,4.0,7.0,6.0,7.0,5.0,3.0,2.0,Completed,3.0,1.4,2019-08-27
25819,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Fabbiano T.,Thiem D.,208,698,87.0,4.0,610.0,4925.0,6.0,4.0,3.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,5.0,1.16,2019-08-27
25820,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Chung H.,Escobedo E.,122,202,170.0,206.0,313.0,237.0,3.0,6.0,6.0,4.0,6.0,7.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,1.2,4.5,2019-08-27
25821,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Copil M.,Humbert U.,130,308,93.0,63.0,562.0,909.0,6.0,3.0,5.0,7.0,7.0,6.0,4.0,6.0,6.0,1.0,3.0,2.0,Completed,2.75,1.44,2019-08-27
25822,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Pospisil V.,Khachanov K.,564,345,216.0,9.0,214.0,2890.0,4.0,6.0,7.0,5.0,7.0,5.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,6.0,1.12,2019-08-27
25823,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Kokkinakis T.,Ivashka I.,367,319,203.0,144.0,239.0,376.0,6.0,3.0,7.0,6.0,6.0,7.0,6.0,2.0,,,3.0,1.0,Completed,1.9,1.9,2019-08-27
25824,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Schwartzman D.,Haase R.,638,283,21.0,143.0,1725.0,376.0,6.0,3.0,7.0,6.0,6.0,0.0,,,,,3.0,0.0,Completed,1.25,4.0,2019-08-27
25825,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Bedene A.,Kovalik J.,58,374,80.0,362.0,685.0,102.0,6.0,3.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.22,4.33,2019-08-27
25826,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Schnur B.,544,632,26.0,92.0,1508.0,568.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.25,4.0,2019-08-27
25827,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Gerasimov E.,Harris L.,238,293,129.0,100.0,406.0,535.0,7.0,5.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.61,2.3,2019-08-27
25828,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Tiafoe F.,Karlovic I.,701,339,45.0,79.0,1060.0,694.0,6.0,2.0,6.0,3.0,1.0,2.0,,,,,2.0,0.0,Retired,1.25,4.0,2019-08-27
25829,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Hoang A.,Mayer L.,302,461,104.0,95.0,524.0,555.0,3.0,6.0,6.0,2.0,6.0,7.0,6.0,1.0,6.0,3.0,3.0,2.0,Completed,2.62,1.5,2019-08-27
25830,52,New York,US Open,8/27/2019,Grand Slam,Outdoor,Hard,1st Round,5,Shapovalov D.,Auger-Aliassime F.,648,32,33.0,19.0,1310.0,1750.0,6.0,1.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.66,2.2,2019-08-27
25831,52,New York,US Open,8/28/2019,Grand Slam,Outdoor,Hard,1st Round,5,Laaksonen H.,Cecchinato M.,399,111,119.0,66.0,462.0,880.0,7.0,6.0,7.0,6.0,2.0,6.0,3.0,6.0,7.0,6.0,3.0,2.0,Completed,2.2,1.66,2019-08-28
25832,52,New York,US Open,8/28/2019,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Ramos-Vinolas A.,490,581,13.0,51.0,2140.0,1019.0,7.0,6.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.22,4.33,2019-08-28
25833,52,New York,US Open,8/28/2019,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Millman J.,508,479,2.0,60.0,7945.0,936.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.02,17.0,2019-08-28
25834,52,New York,US Open,8/28/2019,Grand Slam,Outdoor,Hard,1st Round,5,Kyrgios N.,Johnson S.,398,328,30.0,86.0,1430.0,610.0,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.4,3.0,2019-08-28
25835,52,New York,US Open,8/28/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Coric B.,173,133,78.0,12.0,722.0,2160.0,,,,,,,,,,,,,Walkover,2.3,1.61,2019-08-28
25836,52,New York,US Open,8/28/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Nishikori K.,Klahn B.,524,358,7.0,108.0,4005.0,503.0,6.0,2.0,4.0,6.0,6.0,3.0,7.0,5.0,,,3.0,1.0,Completed,1.16,5.0,2019-08-28
25837,52,New York,US Open,8/28/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Dzumhur D.,211,190,3.0,99.0,6950.0,535.0,3.0,6.0,6.0,2.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.03,15.0,2019-08-28
25838,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Londero J.I.,176,429,1.0,56.0,11685.0,970.0,6.0,4.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,1.01,26.0,2019-08-29
25839,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Koepfer D.,Opelka R.,365,537,118.0,42.0,474.0,1076.0,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,3.0,1.4,2019-08-29
25840,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Goffin D.,Barrere G.,250,48,15.0,109.0,2055.0,496.0,6.0,2.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.08,8.0,2019-08-29
25841,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,De Minaur A.,Garin C.,152,232,38.0,32.0,1270.0,1321.0,6.0,3.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.2,4.5,2019-08-29
25842,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Majchrzak K.,Cuevas P.,443,138,94.0,53.0,557.0,1013.0,6.0,7.0,6.0,4.0,2.0,6.0,6.0,4.0,6.0,1.0,3.0,2.0,Completed,2.2,1.66,2019-08-29
25843,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Evans D.,Pouille L.,206,565,58.0,27.0,955.0,1475.0,6.0,4.0,6.0,3.0,6.0,7.0,6.0,4.0,,,3.0,1.0,Completed,2.1,1.72,2019-08-29
25844,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Kudla D.,Lajovic D.,384,402,111.0,29.0,491.0,1441.0,7.0,5.0,7.0,5.0,0.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2.75,1.44,2019-08-29
25845,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Tiafoe F.,781,701,6.0,45.0,4005.0,1060.0,6.0,3.0,3.0,6.0,6.0,2.0,2.0,6.0,6.0,3.0,3.0,2.0,Completed,1.5,2.62,2019-08-29
25846,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Lorenzi P.,Kecmanovic M.,434,342,135.0,50.0,396.0,1026.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,8.0,1.08,2019-08-29
25847,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Bedene A.,Paire B.,58,544,80.0,26.0,685.0,1508.0,4.0,6.0,6.0,7.0,6.0,2.0,7.0,5.0,7.0,6.0,3.0,2.0,Completed,2.75,1.44,2019-08-29
25848,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Carreno Busta P.,Berankis R.,107,67,69.0,68.0,852.0,857.0,6.0,4.0,6.0,7.0,6.0,2.0,6.0,0.0,,,3.0,1.0,Completed,1.25,4.0,2019-08-29
25849,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Chardy J.,752,117,24.0,74.0,1535.0,815.0,6.0,4.0,6.0,3.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.36,3.2,2019-08-29
25850,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,Dellien H.,466,165,5.0,84.0,4125.0,618.0,6.0,3.0,7.0,5.0,5.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.02,19.0,2019-08-29
25851,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Berrettini M.,Thompson J.,71,700,25.0,55.0,1535.0,976.0,7.0,5.0,7.0,6.0,4.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.53,2.5,2019-08-29
25852,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Nishioka Y.,430,525,61.0,59.0,923.0,946.0,6.0,7.0,6.0,0.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,2.75,1.44,2019-08-29
25853,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Basilashvili N.,Brooksby J.,52,94,18.0,394.0,1985.0,88.0,3.0,6.0,7.0,6.0,7.0,5.0,6.0,2.0,,,3.0,1.0,Completed,1.25,4.0,2019-08-29
25854,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Isner J.,Struff J.L.,316,686,14.0,37.0,2075.0,1280.0,6.0,3.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.72,2.1,2019-08-29
25855,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Popyrin A.,Kukushkin M.,562,387,105.0,47.0,521.0,1041.0,2.0,6.0,7.0,5.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,2.1,1.72,2019-08-29
25856,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Bublik A.,Fabbiano T.,99,208,75.0,87.0,808.0,610.0,6.0,7.0,5.0,7.0,6.0,4.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,2.62,1.5,2019-08-29
25857,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Andujar P.,Sonego L.,23,673,70.0,49.0,850.0,1029.0,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,3.4,1.33,2019-08-29
25858,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Shapovalov D.,Laaksonen H.,648,399,33.0,119.0,1310.0,462.0,6.0,4.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.07,9.0,2019-08-29
25859,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Rublev A.,Simon G.,609,657,43.0,40.0,1066.0,1240.0,6.0,2.0,,,,,,,,,1.0,0.0,Retired,1.36,3.2,2019-08-29
25860,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Schwartzman D.,Gerasimov E.,638,238,21.0,129.0,1725.0,406.0,6.0,4.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,1.25,4.0,2019-08-29
25861,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Kyrgios N.,Hoang A.,398,302,30.0,104.0,1430.0,524.0,6.0,4.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.11,6.5,2019-08-29
25862,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Sandgren T.,Pospisil V.,625,564,72.0,216.0,826.0,214.0,6.0,3.0,6.0,7.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.57,2.37,2019-08-29
25863,52,New York,US Open,8/29/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Copil M.,490,130,13.0,93.0,2140.0,562.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.16,5.0,2019-08-29
25864,52,New York,US Open,8/30/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Chung H.,Verdasco F.,122,738,170.0,34.0,313.0,1310.0,1.0,6.0,2.0,6.0,7.0,5.0,6.0,3.0,7.0,6.0,3.0,2.0,Completed,1.72,2.1,2019-08-30
25865,52,New York,US Open,8/30/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Kokkinakis T.,508,367,2.0,203.0,7945.0,239.0,,,,,,,,,,,,,Walkover,1.04,13.0,2019-08-30
25866,52,New York,US Open,8/30/2019,Grand Slam,Outdoor,Hard,2nd Round,5,Cilic M.,Stebe C.M.,124,683,23.0,256.0,1590.0,172.0,4.0,6.0,6.0,3.0,7.0,5.0,6.0,3.0,,,3.0,1.0,Completed,1.1,7.0,2019-08-30
25867,52,New York,US Open,8/30/2019,Grand Slam,Outdoor,Hard,3rd Round,5,De Minaur A.,Nishikori K.,152,524,38.0,7.0,1270.0,4005.0,6.0,2.0,6.0,4.0,2.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2.37,1.57,2019-08-30
25868,52,New York,US Open,8/30/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Evans D.,211,206,3.0,58.0,6950.0,955.0,6.0,2.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.16,5.0,2019-08-30
25869,52,New York,US Open,8/30/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Goffin D.,Carreno Busta P.,250,107,15.0,69.0,2055.0,852.0,7.0,6.0,7.0,6.0,7.0,5.0,,,,,3.0,0.0,Completed,1.36,3.2,2019-08-30
25870,52,New York,US Open,8/30/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Lorenzi P.,752,434,24.0,135.0,1535.0,396.0,6.0,4.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.07,9.0,2019-08-30
25871,52,New York,US Open,8/30/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Dimitrov G.,Majchrzak K.,173,443,78.0,94.0,722.0,557.0,7.0,5.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.28,3.75,2019-08-30
25872,52,New York,US Open,8/30/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Koepfer D.,Basilashvili N.,365,52,118.0,18.0,474.0,1985.0,6.0,3.0,7.0,6.0,4.0,6.0,6.0,1.0,,,3.0,1.0,Completed,2.37,1.57,2019-08-30
25873,52,New York,US Open,8/31/2019,Grand Slam,Outdoor,Hard,3rd Round,5,Medvedev D.,Lopez F.,466,430,5.0,61.0,4125.0,923.0,7.0,6.0,4.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.3,3.5,2019-08-31
